N,𒊩𒂅,xalt+u,"bow-case"
N,𒌓𒆸𒇻,xamaxkilu,"(a type of onion)"
N,𒉺𒅁𒉻𒌋,xapatu,"(a pottery vessel)"
N,𒉺𒅁𒁍,xapu,"bowl"
N,𒈜𒈬,xatamu,"administrator"
N,𒋓𒋓𒋥𒌋,xerxeratu,"chain"
NU,𒋀𒋗,xexu,"sixth"
N,𒌋𒂙𒌅,xibirtu,"piece"
N,𒋆𒆳𒌋,ximatu,"paralysis"
N,𒋝𒁺,xik+du,"almond (tree)"
AJ,𒀜,xiriat,"(a type of bread)"
N,𒂵,xizbu,"milk"
AJ,𒂄𒇻𒋗,xuluxu,"trebled"
N,𒊿𒀭𒉡,xunanu,"(a piece of furniture)"
N,𒉻𒌌𒌅,xuk+ultu,"weight"
AJ,𒋩𒋤𒌋,xurxudu,"firmly founded"
N,𒌋𒅁𒁍,xuxipu,"towel"
N,𒌋𒅁𒅤,xuxipum,"towel"
N,𒋗𒀪,xuʾu,"chick-pea?"
N,𒈲𒊒,x+eru,"snake"
N,𒍦𒃮,x+ipirtu,"(an item of clothing)"
N,𒍦𒁍,x+ipu,"(meaning uncertain)"
N,𒀫𒊒,x+uru,"obsidian"
N,𒋰𒌅,t+abtu,"salt"
N,𒁾𒈗𒌅,t+upxaratu,"female scribe"
N,𒄙𒊒,t+uru,"binding"
N,𒀊𒋾,abati,"(meaning unknown)"
N,𒀊𒅅𒌅,abiktu,"defeat"
N,𒀜,ada,"(meaning unknown)"
AJ,𒅈𒊩𒌋,araku,"very long"
N,𒀜𒋻𒌅,atartu,"(military) cart"
N,𒀀𒀀𒆪,ayaku,"(a type of sanctuary)"
QP,𒀀𒀀𒊭,ayixa,"whither?"
N,𒀸𒇻,axlu,"rope"
AJ,𒀸𒊒,axru,"submissive; taken care of"
AV,𒁁𒋺𒀀𒀀,batataya,"individually"
AJ,𒊑𒄷,dalhu,"troubled"
N,𒀀𒇒𒌅,exertu,"group of ten"
AJ,𒊩𒍑𒁲𒍪,gamuzu,"(meaning unknown)"
N,𒁺𒁍,gubu,"cistern; box"
AJ,𒄢𒈜𒌋,gulubu,"shorn"
N,𒄬𒌒𒁍,halupu,"(a tree)"
N,𒄩𒉏𒌍𒌋,hanumexu,"(meaning unknown)"
N,𒄯𒁍,harbu,"plough"
N,𒄊𒍞𒉡,irginu,"(a breed or colour of horse)"
AJ,𒆏𒊒,kabru,"thick"
AJ,𒃶𒋗,kanxu,"submissive"
N,𒄒𒊒,kibru,"bank"
N,𒆤𒊒,kitru,"help"
N,𒋻𒅎𒈬,kudimu,"(a herb)"
N,𒆪𒀪𒌅,kuʾintu,"(meaning unknown)"
AV,𒂷,mala,"once"
N,𒈲𒊌𒃶𒉡,musukanu,"Magan-tree"
N,𒈹,muxku,"(a tree)"
N,𒅘𒆏𒌋,nakapu,"circumference"
AJ,𒅘𒊒,nakru,"strange"
N,𒈜𒆏𒌅,narkabtu,"chariot"
N,𒆳𒈾𒉿,natanaya,"(meaning unknown)"
N,𒊩𒌨𒃲𒇻,nigalu,"sickle"
AJ,𒄷𒉡,pak+nu,"(meaning unknown)"
N,𒃼𒄷,k+arhu,"ice"
N,𒄥𒁍,k+urbu,"relative"
N,𒊐𒁍,rapu,"hoop"
AJ,𒊩𒆕𒌋,rak+ak+u,"very thin"
N,𒈩𒁍,ridpu,"pursuit"
N,𒆳𒃮,sadirtu,"battle line"
N,𒆤𒇷𒌋,sahliu,"cress"
N,𒉺𒅁𒅈𒊒,saparu,"cart"
N,𒊬𒊒,saru,"criminal"
N,𒌍𒉡𒌅,sinutu,"brand?"
AJ,𒋳𒇻,taklu,"reliable"
N,𒊑𒋃𒌅,talaktu,"walkway"
N,𒊑𒇻,talu,"dividing line"
N,𒋻𒄣𒀭𒉡,targumanu,"interpreter"
N,𒁳𒀠,tebal,"(meaning unknown)"
N,𒌇𒆪,tuku,"oppression"
N,𒄽𒅎𒈬,tunimu,"(a kind of leather)"
N,𒌌𒈬,ulmu,"axe"
AJ,𒀀𒂔𒇲𒊒,umuru,"chosen"
N,𒌝𒊬𒄷,umxarhu,"(a class of person)"
AJ,𒂟𒇻,zablu,"transported"
AJ,𒍠𒁍,zak+pu,"erected"
N,𒍪𒀫𒄴𒄷,zunzurahu,"(a military groom)?"
AJ,𒆹𒁺𒌋,zuk+upu,"fixed"
AJ,𒊕𒇻,xaklu,"withheld; simple"
AJ,𒉺𒅁𒊒,xapru,"sent"
AJ,𒊬𒁍,xarpu,"burnt"
N,𒋀𒀀𒂔𒇲,xasumu,"(meaning unknown)"
N,𒊺𒀪,xeʾu,"barley"
N,𒋃𒊒,xit+ru,"(piece of) writing"
V,𒈽𒅈𒊒𒊒,xuharuru,"be deathly still"
AJ,𒉻𒈜,xuklulu,"complete"
N,𒇡𒌍,x+arbatu,"poplar"
N,𒋛𒀀𒆗𒌋,t+erubu,"(meaning unknown)"
N,𒀜𒁹𒌤𒌋,adamumu,"wasp"
N,𒀭𒅘𒌋,anaku,"tin"
AJ,𒀊𒇻,aplu,"paid off"
N,𒁁𒉡,benu,"epilepsy"
N,𒆗𒌅,danutu,"binding document"
N,𒂗𒍪,enzu,"goat"
N,𒅕𒆗𒇻,erkalu,"underworld"
AJ,𒅕𒋗,erxu,"tilled; demanded"
AJ,𒄑𒁍,ex+pu,"doubled; gathered together"
PRP,𒃮𒁲,gabdi,"adjoining to"
N,𒄫𒁺,gerdu,"plucked wool"
N,𒄃𒁺,gildu,"(animal) hide"
N,𒄥𒊒𒌅,gurutu,"ewe"
N,𒄩𒁹𒊒,hamru,"holy place (of Adad, Assur)"
N,𒄯𒄷𒃶𒉡,harbakanu,"(a kind of horse)"
N,𒉺𒉡,hatanu,"in-law"
N,𒄒𒌅,kibtu,"wheat"
N,𒁶𒌅,kimtu,"family"
N,𒆠𒆸𒂁,kik+ilutu,"rubbish dump"
N,𒆧𒆳𒄿,kixati,"world"
N,𒆳𒅁𒌅,kuribtu,"(a kind of field)"
XP,𒌋𒌋𒌋𒌋,maman,"somebody"
N,𒈲𒃰𒋺𒋛𒌅,musakiltu,"(mng. unknown)"
N,𒊩𒌨𒋢,niksu,"cutting (off)"
N,𒉻𒌅,patu,"canal"
AJ,𒌓𒋢,pirsu,"weaned; cut off"
AJ,𒌑𒄷,samhu,"mixed"
N,𒆠𒆗𒅔𒉡,sasinu,"bow-maker"
N,𒋝𒈩𒌋,sekretu,"enclosed (woman)"
N,𒋝𒃰𒌋,sikatu,"peg"
N,𒆹𒌌,sugulu,"herd"
N,𒋰𒊑𒌋,tabriu,"fodder crop"
N,𒊑𒂍𒌅,talpitu,"application"
N,𒋻𒁹𒈬,taramu,"grain heap"
N,𒌵𒌅,tilatu,"vine"
AJ,𒌒𒇧𒌋,ubulu,"dried (out)"
AV,𒌨𒆧,urkix,"later"
N,𒍑𒀠𒇻,uxalu,"(fields) along valley-bottom"
N,𒌓𒋺𒌋,ut+atu,"grain"
AJ,𒇡𒁍,zarpu,"purchased"
N,𒍦𒇻,ziblu,"waste matter"
N,𒆳𒁺,xadu,"(a chest or container)"
N,𒉺𒅁𒅈𒌅,xapartu,"pledge"
N,𒈨𒋗,xibxu,"(an agricultural tax)"
N,𒊿𒌋𒌋𒌅,xinixtu,"woman"
N,𒌜,xeedu,"protective deity; bailiff"
N,𒋚𒆟𒌅,x+ehertu,"young girl"
N,𒍮𒉺𒌅,x+uhatu,"(mng. obscure)"
N,𒍮𒄯𒌅,x+uhurtu,"the young, youth(s)"
N,𒄠𒌨𒊒,amuru,"west wind; west"
AJ,𒀝𒊒,ak+ru,"rare"
N,𒀸𒊒,axru,"place"
AJ,𒁀𒀪𒇻,baʾlu,"large"
NU,𒇹,erbe,"four"
AJ,𒅕𒁍,erpu,"clouded over"
AJ,𒄑𒍪,ezu,"furious"
N,𒅅𒆸𒇻,ikilu,"lamentation"
N,𒅎𒁇𒌋,imbaru,"fog"
PRP,𒀉𒋾,iti,"with"
N,𒀉𒌅,itu,"sign"
AJ,𒆏𒌅,kabtu,"heavy"
AJ,𒁉𒁺,kaxdu,"achieved; reached"
N,𒆗,lamasu,"(female) tutelary deity; young man"
AJ,𒆳𒄷,mathu,"lifted"
N,𒈪𒆤𒌅,mik+itu,"(down)fall"
N,𒈩𒄷,mixhu,"flash"
N,𒈲𒀠𒐼,muxalimu,"one who keeps safe"
N,𒅂,nagbu,"underground water"
N,𒉡𒆳𒌅,nukurtu,"enmity"
N,𒃼𒉡,k+arnu,"horn"
N,𒋆𒈬,rigmu,"voice"
V,𒊬𒊒𒊒,saruru,"pray to"
N,𒋚𒃮,sihirtu,"circumference"
N,𒌝𒋗,umxu,"heat"
AJ,𒌦𒉡𒌅,unutu,"faint"
N,𒌨𒉻𒌋,urpatu,"cloud"
N,𒌨𒁍,urpu,"cloud(s)"
N,𒍨𒌅,zik+tu,"sting"
AJ,𒉺𒅁𒆪,xapku,"heaped up"
AJ,𒋃𒆰𒌋,xitk+ulu,"balanced"
N,𒀫𒄷,x+urhu,"heat"
N,𒌓,x+iitu,"exit"
AJ,𒈭𒁺,t+ahdu,"luxuriant"
N,𒃮𒁺,t+uhdu,"plenty"
N,𒀌𒉡,agarinu,"mother; womb"
AJ,𒀝𒄖,agu,"furious"
N,𒄠𒌨𒁷𒉡,amurdinu,"bramble"
AJ,𒀭𒄷,anhu,"tired"
N,𒀭𒆰𒇻,ank+ulu,"feverish heat; (a fiery glow)"
N,𒅈𒌋𒌋𒉡,armanu,"apricot (tree)"
IP,𒀜𒋾,ati,"you (f.)"
AJ,𒁄𒇻,balu,"mixed"
N,𒉌𒇻,diglu,"vision; (animal-)skin"
AV,𒇉𒀜𒋾,equrati,"(meaning unknown)"
N,𒃰𒌅,gatu,"form"
N,𒄤𒁁𒌋,gax+ix+u,"hater"
N,𒄃𒋗,gilxu,"hip"
N,𒄑𒍮,gix+u,"thorn"
N,𒇳𒍇𒌅,halpatu,"successor"
AJ,𒋻𒋢,hasu,"clever"
N,𒆟𒍮,herx+u,"fragment"
N,𒌓𒆳𒌋,hisatu,"understanding"
AJ,𒄽𒁓,huburu,"noisy"
AJ,𒄯𒋥𒌋,hurudu,"alert"
N,𒆕𒆧𒌋,kakixu,"weasel"
N,𒁶𒍮,kimx+u,"shin"
N,𒆠𒆰𒌅,kizirtu,"lock of hair"
N,𒆳𒍦𒌅,kurx+iptu,"butterfly"
N,𒈦𒋳𒌋,maxtaku,"chamber"
N,𒁵𒄖,muqu,"cramp"
AJ,𒀮𒀠𒋻,nabalkutu,"having crossed over"
V,𒅘𒀠𒈜,nak+alulu,"issue as a fiery glow"
N,𒈜𒀪𒁹𒌅,narʾamtu,"javelin"
N,𒉪𒈩𒌋,nirit+u,"fear"
N,𒆸𒌅,k+iltu,"lye"
N,𒋻𒊒,k+utru,"smoke"
N,𒊩𒁶𒌅,ragimtu,"prophetess; (an oracle priestess)"
AJ,𒊓𒀪𒀪,saʾʾu,"(meaning unknown)"
N,𒈨𒁍,sipu,"(door-)jamb"
AJ,𒋳𒉡,tak+nu,"in order"
N,𒆪𒌅,tukultu,"trust"
N,𒌇𒉡,tuk+nu,"good order"
N,𒌦𒉡,unu,"(meaning unknown)"
AJ,𒈦𒁍,waxbu,"inhabited"
AJ,𒆳𒁺,xadu,"taut"
N,𒈗𒌅,xaratu,"queen"
N,𒈨𒂅,xipt+u,"judgement"
AJ,𒋤𒈜𒌋,xudlupu,"sleepless"
AJ,𒋩𒁍𒁍,xurbubu,"languid"
N,𒇡𒇡𒌋,x+arx+aru,"(a water vessel)"
N,𒍦𒍠,x+iputu,"cover"
AJ,𒄴𒍪,ahzu,"taken"
AJ,𒀠𒆪,alku,"gone"
N,𒀊𒆗𒇻,apkalu,"wise man"
AJ,𒀊𒊒,apru,"with head covered"
N,𒅈𒃵𒀭𒉡,argamanu,"purple wool"
AV,𒅈𒌓𒄠,arhixam,"monthly"
N,𒊍𒌝𒀉𒌅,asumitu,"inscribed slab"
N,𒁄𒌅,baltu,"(a spiny plant)"
AJ,𒁁𒇻,bat+lu,"ceased"
V,𒁍𒀭𒆠𒅁,bududu,"waste"
N,𒁓𒀠𒇻,buralu,"(a stone object)"
AV,𒆗𒌋𒌋,danix,"very"
AJ,𒁯𒊒,daru,"intercalary"
N,𒀸𒁍,dilpu,"effort"
N,𒁲𒀪,diʾu,"(a disease affecting the head)"
AJ,𒌈𒈮𒌋,dumuk+u,"very good"
PRP,𒌋𒅗,eli,"on"
N,𒅁𒅖𒌅,epixtu,"deed"
N,𒇹,erbe,"four"
NU,𒀀𒇒,exer,"ten"
N,𒆠𒅁𒌋,exebu,"(a kind of owl)"
N,𒃮𒀪,gabʾu,"(mountain) peak"
AJ,𒃮𒋗,gapxu,"arisen"
N,𒄖𒋻𒋗,guhaxu,"wire"
N,𒄢𒄢𒇻,gulgulu,"skull"
V,𒄢𒈜𒌋,gulubu,"shear"
AJ,𒆸𒋗,habxu,"chopped"
AJ,𒄬𒅅𒌅,halik+tu,"lost"
N,𒈛𒄷,huluhu,"(light(-coloured) slag)"
N,𒈝𒂅,humt+u,"heat"
N,𒄯𒁺,hurdu,"posthumous child"
N,𒅅𒊒,igru,"hire"
N,𒅅𒄒𒌋,ikibu,"taboo"
N,𒅅𒆪,iku,"mood"
N,𒅅𒆗𒌋,ikribu,"prayer"
N,𒄑𒄣,isk+u,"lot"
N,𒄑𒆰𒌅,izirtu,"curse"
AJ,𒅖𒉺,ixaru,"straight"
N,𒆏𒀜𒌅,kabatu,"liver"
AJ,𒋼𒀀𒁍,karbu,"blessed"
N,𒋼𒀀𒉻𒌋,karpatu,"(clay) pot"
AJ,𒋼𒀀𒋢,karsu,"(meaning uncertain)"
AJ,𒃰𒈬,katmu,"covered"
N,𒈪𒉭𒆧𒌋,kikixu,"reed fence"
AJ,𒆰𒈝,kulumu,"shown"
N,𒁺𒊒,kupru,"bitumen; thickness"
PRP,𒆷,la,"from"
AJ,𒆗𒋗,labxu,"clothed"
N,𒌓𒀭𒉡,lahanu,"(a flask)"
AJ,𒆗𒉡,lapnu,"poor; strengthened"
N,𒅆𒌉𒌉𒉡,liginu,"(a type of) tablet"
N,𒀗𒋢,lilisu,"kettledrum"
N,𒅆𒅆𒁺,lilidu,"offspring"
N,𒈜𒌅,liptu,"attack (of illness); (meaning uncertain)"
AJ,𒈤𒄯,mahuru,"adverse"
N,𒌋𒌋𒄖,maqu,"(a skin disease)"
N,𒈥𒋻𒌋,marhax+u,"rinse"
N,𒌅,martu,"gall bladder"
AJ,𒈥𒂅,mart+u,"scratched"
AV,𒆳𒅎𒂗,matimeni,"ever"
N,𒈦𒋻𒌋,maxt+aru,"inscription"
N,𒈦𒀠𒇻,max+alu,"sleeping place"
N,𒈦𒇡𒌋,max+aru,"guard"
N,𒈤𒄑𒌅,mihix+tu,"strike"
N,𒁁𒄥𒌅,mitgurtu,"agreement"
AJ,𒁁𒄯,mithuru,"coherent"
N,𒈬𒁄𒀖𒌋,mubalit+u,"one who revives"
N,𒌤𒀪𒀪𒊒,mumaʾʾeru,"commander"
N,𒄷𒄭𒌋,mutu,"husband"
AJ,𒈲𒂄𒌋,muxulu,"made to resemble"
V,𒈲𒋗𒀪,muxuʾu,"rub"
N,𒈛𒈛𒀜𒌋,nahnahatu,"(nasal) septum?"
AJ,𒅘𒇻,naklu,"skilful"
N,𒀮𒋀𒌅,napxaxtu,"ointment"
N,𒅘𒂍,nak+biitu,"utterance"
N,𒊋𒍪,nibzu,"(a kind of) document"
N,𒌋𒌋𒊒,nixru,"(meaning unknown)"
AJ,𒉡𒀪𒀪𒁺,nuʾʾidu,"praised"
N,𒁄𒄖,palgu,"ditch"
N,𒌓𒅅𒌅,pariktu,"blockage"
AJ,𒌓𒆪,parku,"blocked; lying across"
V,𒌓𒈬,parxumu,"outlive"
N,𒌓𒍮,parx+u,"office"
N,𒌓𒀪,perʾu,"bud"
N,𒉈𒀝𒄣,pilak+u,"spindle"
AV,𒋝𒋺𒋾,pik+tati,"perhaps"
N,𒌓𒀪𒌅,piriʾtu,"shoot"
N,𒋗𒅖𒌅,k+adixtu,"(a type of priestess)"
N,𒃲𒇺𒋢,k+alisu,"slave girl"
AJ,𒄒𒊒,k+ebru,"buried"
AV,𒆥𒌋𒌋,k+inix,"backwards"
PRP,𒆥𒌋𒌋,k+inix,"backwards"
N,𒆰𒈜,k+ululu,"despised"
NU,𒊐𒁍,rabu,"fourth"
AJ,𒈛𒍮,rahx+u,"confident"
AJ,𒉘𒆪,ramku,"bathed"
N,𒈩𒁺,ridu,"(good) conduct"
V,𒋆𒈬,rigmu,"voice"
N,𒆗𒋢,ripsu,"vapour"
N,𒊬𒋆𒌅,sarik+tu,"(meaning uncertain)"
N,𒋚𒄷,sihu,"(meaning unknown)"
N,𒋝𒊒,sikru,"scab"
AJ,𒆹𒆬𒌋,sukuku,"deaf"
N,𒌀𒄣,sunk+u,"famine"
AV,𒋩𒊑,suri,"perhaps"
AJ,𒋰𒆪,tabku,"poured out"
N,𒋳𒅆𒌅,taklimtu,"revelation"
N,𒋳𒌓𒌅,takpertu,"purification (ceremony)"
N,𒊑𒈜𒌅,talultu,"trappings"
N,𒋰𒄫𒌅,tapk+ertu,"claim"
N,𒌨𒈛𒌅,taxrihtu,"glorification"
N,𒌁𒆪,terku,"blow"
N,𒌁𒍮,terx+u,"stretching out"
N,𒁴𒊒,timru,"buried (figurine)"
AJ,𒌇𒆰,tukulu,"encouraged"
N,𒁾𒋝𒆪,tupxiku,"brick-carrying frame"
V,𒌅𒀪𒀪𒈬,tuʾʾumu,"double"
AJ,𒌓𒄙𒌋,uduru,"darkened"
V,𒅆𒁉𒌋,uhuru,"do later"
AJ,𒄴𒈝𒌋,uhuzu,"plated with"
N,𒉀𒃲𒇻,uhulgalu,"unfavourable day"
N,𒌌𒍮,ulx+u,"pleasure"
N,𒌝𒁺,umdu,"(a skin complaint)"
PRP,𒄑𒆵,uma,"saying"
N,𒌵𒃲𒇻,urigalu,"standard"
N,𒃲𒁔𒇻,uxumgalu,"great dragon"
AJ,𒍑𒇇,uxuru,"exempt"
V,𒍑𒋥,uxuxu,"renew"
V,𒉿𒂟,wax+aabu,"add"
N,𒍨𒊒,zikru,"utterance"
N,𒊿𒆳𒌋,zinatu,"(a lament)"
N,𒆳𒋺𒄽𒌋,xadatunu,"(meaning unknown)"
N,𒋚𒆠𒆗𒋸,xahsasutu,"recollection"
N,𒉓𒁾𒁍,xandupu,"ring"
N,𒊬𒆪,xarku,"pus"
N,𒋀𒍠,xax+butu,"supplies"
N,𒋓𒅅𒌅,xeriktu,"present"
N,𒋓𒆪,xerku,"temple oblate"
N,𒌋𒂙𒊒,xibiru,"shepherd's staff"
NU,𒈫,xina,"two"
N,𒈨𒆪,xipku,"heaping up"
N,𒈨𒌅,xiptu,"incantation"
N,𒋚𒊒,xuburu,"rump; bend"
N,𒂄𒁍,xulpu,"stalk"
V,𒋳𒁵,xumunu,"be(come) oiled"
N,𒊒𒇻,xuplu,"depth"
AJ,𒊒𒉻𒌋,xupxuk+u,"very laborious"
AJ,𒋤𒊿𒌋,xutruku,"be(come) shaken up"
N,𒋤𒌅,xutu,"dream"
AJ,𒇡𒄷,x+arhu,"hot"
N,𒉣𒁍,x+ilbu,"(a cultic item)"
N,𒍮𒁺,x+imdu,"binding"
N,𒍮𒄯,x+umuru,"desire"
N,𒀝𒊒,agru,"hireling"
N,𒀭𒂟𒌅,anx+abtu,"ring"
N,𒉈𒆳𒌋,bilatu,"mixture"
N,𒁴𒌅,dimtu,"tear"
N,𒄑𒊑𒇻,gixtalu,"cross-bar"
N,𒄩𒉿,hamuxtu,"a fifth"
NU,𒄩𒁹𒋗,hamxu,"fifth"
AJ,𒋻𒇻,haxlu,"crushed"
N,𒅋𒍮,ilx+u,"joy"
PRP,𒄑𒋢,isu,"from"
N,𒄑𒌋,isu,"jaw"
N,𒆏𒇻,kablu,"(furniture) foot"
N,𒃰𒅈𒊒,kataru,"(a type of fungus)"
N,𒋃𒌋,lagu,"(a type of wood)"
N,𒌓𒈬,lihmu,"(meaning uncertain)"
N,𒇷𒀪𒋗,liʾxu,"desecration"
AJ,𒈝𒄷𒄭𒌋,lumudu,"taught"
N,𒈥𒋺𒌋,mardatu,"rug"
N,𒅂𒇻,midlu,"process of salting"
N,𒄷𒄭𒅈𒋆𒌅,mudariktu,"woman thresher"
N,𒄷𒌷,pagalu,"libation vessel"
N,𒌓𒈩𒌋,paritu,"(an official)"
N,𒌓𒅖𒌅,pirixtu,"secret"
AJ,𒃲𒇲𒌋,k+alalu,"very small"
N,𒆲𒀮𒌋,k+unabu,"hemp"
AJ,𒊩𒄣,salk+u,"boiled"
AJ,𒊕𒄣,sank+u,"narrow(?)"
N,𒆹𒌅,suk+tu,"chin"
AJ,𒋰𒇻,tablu,"taken away"
N,𒊑𒋃𒆪,talaku,"cart"
N,𒋻𒂍,tarbiitu,"enlargement"
N,𒌒𒁍,upu,"socket"
N,𒁁𒀝𒆪,zazaku,"(a registry official)"
AJ,𒊩𒂅,xalt+u,"authoritative"
N,𒋓𒉡,xernu,"(a wooden chariot part)"
N,𒂄𒈝𒌅,xulumtu,"completion"
N,𒍮𒀉𒌅,x+imitu,"(an architectural feature)"
N,𒅈𒈬,armu,"mountain goat"
N,𒀜𒈝𒌋,athusu,"carrying-pole?"
N,𒁍𒌈𒌅,but+umtu,"terebinth"
AJ,𒅅𒊒,egru,"transverse"
AJ,𒄤𒍪,gazu,"shorn"
N,𒆏𒀭𒆪,kabiluku,"(a dish or fruit)"
N,𒆠𒆘𒌋,karaxu,"leek"
N,𒆧𒉓𒌋,kixanu,"(a leguminous vegetable)"
AJ,𒈜𒆜𒌋,lubuxu,"clothed"
N,𒆳𒉡,matnu,"sinew"
N,𒈩𒊌𒆪,mesuku,"falcon"
N,𒃻𒌋,nindanu,"rod"
AJ,𒄥𒈛𒌋,k+uruhu,"frozen"
N,𒊩𒋡𒌅,rak+ûtu,"spice(s)"
AJ,𒋧𒌋𒅗𒌋,sumuhu,"mixed"
N,𒋻𒈗𒇻,tarlugalu,"hen"
N,𒀫𒍪,zurzu,"sack"
N,𒋀𒀠𒇻,xaxalu,"tendon of the hoof or heel"
N,𒇡𒊒,x+aru,"(a kind of reed basket)"
AJ,𒁍𒀭𒆠𒅁,bududu,"wasted"
N,𒇌𒇧𒇻,bunbulu,"cone?"
N,𒌨𒋗,daxu,"buck"
N,𒅅𒀖𒌋,ekletu,"darkness"
AV,𒉌𒌓𒂗,ena,"now"
AJ,𒄬𒈜𒌋,halupu,"armoured"
AV,𒄩𒁹𒁹,hamt+ix,"quickly"
N,𒄭𒀭𒁺,hidu,"(a bead)"
N,𒅕𒂅,irt+u,"(meaning unknown)"
N,𒆤𒅔𒉡,kidinu,"protection"
N,𒆥𒅖𒌅,kinixtu,"priesthood"
N,𒆗𒆗𒌅,laplaptu,"thirst?"
N,𒌨𒌅,lik+tu,"gathered material"
N,𒁑𒊒,magaru,"wheel"
N,𒈬𒂟𒉿𒌋,mux+apiu,"dyer"
N,𒍑𒅕𒌋,nitiru,"nitre"
N,𒈜𒋻𒌋,pahizu,"presumptuous person?"
N,𒄷𒆪,paku,"(a metal object)"
AJ,𒉻𒄷,pathu,"holed"
N,𒆥𒆳𒌋,k+inatu,"buttocks"
N,𒋀𒋝𒌅,sisiktu,"hem"
N,𒌨𒅆𒌅,taxlimtu,"completed handover"
J,𒌌,ula,"not"
N,𒊻𒌌𒌅,ux+ultu,"knife"
AJ,𒌑𒋻𒌋,xamhax+u,"provoked to fight"
N,𒊒𒄴𒊒,xupuhru,"(a variety or part of the cedar)"
N,𒍝𒀭,x+ad,"(meaning unknown)"
N,𒉌𒅎𒌅,x+alimtu,"black"
N,𒉌𒀉𒌅,x+alitu,"dark-blue wool"
N,𒉌𒈝,x+alumu,"black wood"
AJ,𒋰𒄷,t+abhu,"slaughtered"
AV,𒄴𒁹𒈠,ahama,"apart"
N,𒂃𒉡,duhnu,"millet"
N,𒄯𒁍𒁍,harbubu,"(meaning unknown)"
N,𒄭𒁹𒌅,himtu,"leather skin"
N,𒀉𒄯,ithuru,"(a kind of standard)"
N,𒃰𒄠𒈬,kadamu,"dungeon"
N,𒄒𒇻,kiplu,"twisting"
N,𒈨𒀭𒊺𒉀𒍝𒉡,kurkuzanu,"piglet"
AJ,𒋻𒅎,kutumu,"covered over"
XP,𒃞𒅎𒂗,menimeni,"somebody"
V,𒀮𒄭𒄊𒌋,napruxu,"fly"
N,𒀮𒂅,napt+u,"naphtha"
N,𒆧𒌅,k+ixtu,"forest"
N,𒄥𒄫𒋢,k+urpisu,"helmet"
AJ,𒄥𒊒𒊒,k+ururu,"sprinkled"
AJ,𒊩𒁺𒌋,rakubu,"mounted"
AJ,𒊏𒀪𒁍,raʾbu,"raging"
AJ,𒋥𒁍,rat+bu,"damp"
PRP,𒄽,tahta,"under"
AJ,𒋚𒂅,xaht+u,"formed"
N,𒊩𒆳𒌋,xalatu,"booty"
AJ,𒂄𒈝,xulumu,"accomplished"
N,𒊿𒂇,xunagu,"(meaning unknown)"
N,𒋩𒁺,xurdu,"(part of a waggon wheel)"
N,𒀝𒆰𒇻,akulu,"hatchet"
N,𒂗𒌅,entu,"priestess"
N,𒆰𒀪,kuluʾu,"(male cultic prostitute)"
N,𒁽,laasimu,"runner"
N,𒄯𒀝𒆥𒌋,murak+iu,"maker of perfumes"
N,𒄷𒄭𒋺𒌋,mutatu,"half"
N,𒄣𒍠,k+umbutu,"(a building)"
N,𒆗𒀉𒌅,ripitu,"straying"
N,𒊕𒌌,sagulu,"herd"
