word,translation,pronunciation
chip,துணுக்கு,c(u)n+uk+u
exercise,உடற்பயிற்சி,ud(u+)rt+pu+ir+ttxi
eye,கண்,k(u+)n+
eyelash,கண் இமை,k(u+)n+ emu+i
vein,நரம்பு,n(u+)ru+mbu
finger,விரல்,v(i)ru+l
face,முகம்,m(u)ku+m
weather season,காலநிலை,kaalu+n(i)lu+i
feet,காலடி,kaal(u+)di
fire,தீ,cee
fish,மீன்,meen
flame,தீ சுடர்,cee xud(u+)r
flower,பூ,pu
fly,ஈ,ee
foot,பாதம்,paad(u+)m
forest,காடு,kaad(u)
fruit,பழம்,p(u+)Lum
gas,வாயு,vaa(i)yu
gills,செதில்,xed+(i)l
grass,புல்,p(u)l
gust,காற்று வீச்சு,kaar+tr(u) veetxu
hail,ஆலங்கட்டி,aal(u+)nku+t+i
hair,முடி,m(u)di
hand,கை,k(u+)i
hare,முயல்,m(u)yu+l
head,தலை,c(u+)lu+i
tail,வால்,vaal
heart,இதயம்,ed(u+)yu+m
hedgehog/groundhog,முள்ளம்பன்றி / தரைவழி,muL(u+)mpu+nri/ cu+ru+ivu+Li
hill,மலை,m(u+)lu+i
horizon,அடிவானம்,u+d(i)vaanu+m
ice,பனி,pahn(i)
lake,ஏரி,e+r(i)
land,நிலம்,n(i)lu+m
leaf,இலை,el(u+)i
leg,கால்,kaal
lip,உதடு,(u)du+du
lizard,பல்லி,p(u+)Li
Mars,செவ்வாய்,xeVaa(i)
Earth,பூமி,bum(i)
Venus,வெள்ளி,veL(i)
Saturn,சனி,x(u+)ni
milky way galaxy,பால்வெளி,paalvel(i)
moon,நிலா,n(i)laa
sun,சூரியன்,xur(i)yu+n
star,நட்சத்திரம்,nu+t+tx(u+)ciru+m
planet,கிரகம்,k(i)ru+ku+m
metal,உலோகம்,uluk(u+)m
ocean,பெருங்கடல்,per(u)nku+du+l
mountain,மலை,m(u+)lu+i
mouth,வாய்,vaa(i)
neck,கழுத்து,k(u+)Lut+u
nose,மூக்கு,muk+u
nut,கொட்டை,kot+a(i)
outer space,விண்வெளி,v(i)nveli
pond,குளம்,kuL(u+)m
rain,மழை,m(u+)Lu+i
road,சாலை,xaal(u+)i
rock,பாறை,paar+(u+)i
rodent/mouse/rat,எலி,a+l(i)
sand,மணல்,m(u+)n+ul
bark,குறைத்தல்,kur+(u+)it+u+l
hug,அணைப்பு,u+n+(u+)ipu
kiss,முத்தம்,muc(u+)m
bag,பை,p(u+)i
ball,பந்து,p(u+)ndu
boat,படகு,p(u+)du+ku
book,நூல்,nul
bottle,போத்தல்,buc(u+)l
bowl,குடிகலம்,k(u+)diku+lum
box,பெட்டி,pet+(i)
bread,பாண்,paan+
bucket,வாளி,vaaL(i)
camera,புகைப்பட கருவி,p(u)ku+ipu+du+ kuruvi
calendar,நாட்காட்டி,naat+kaat+(i)
clock,கடிகாரம்,k(u+)dikaaru+m
case,பெட்டி,pet+(i)
cheese,பாற்கட்டி,paar+tk(u+)t+i
chicken,கோழி,kuL(i)
beef,மாட்டிறைச்சி,maat+ir+(u+)itxi
cup,கோப்பை,kup(u+)i
dish/plate,டிஷ் / தட்டு,d(i)x/ cu+t+u
dictionary,அகராதி,u+k(u+)raadi
door,கதவு,k(u+)du+vu
drum,முரசு,mur(u+)xu
guitar,கிட்டார்,g(i)t+aar
electronics,மின் இயந்திரம்,m(i)n eyu+ndiru+m
faucet,குழாய்,ku+Laa(i)
flute,புல்லாங்குழல்,puLaankul(u+)l
food,உணவு,un+(u+)vu
glass,கண்ணாடி,k(u+)n+aadi
house,வீடு,veedu
meat,இறைச்சி,er+(u+)itxi
milk,பால்,paal
plane,பரப்பு,p(u+)ra+pu
circle,வட்டம்,v(u+)t+u+m
triangle,முக்கோணம்,muk+un+(u+)m
square,சதுரம்,xu+dur(u+)m
rectangle,செவ்வகம்,xeV(u+)ku+m
line,வரி,v(u+)ri
axis,அச்சு,u+tx(u)
curve,வளைவு,v(u+)lu+ivu
direction,திசை,citx(u+)i
speed,வேகம்,ve+k(u+)m
source,மூலம்,mul(u+)m
target,இலக்கு,el(u+)k+u
cycle,மிதிவண்டி,m(i)divu+ndi
wave,அலை,(u+)lu+i
spiral,சுழல்,xuL(u+)l
distance,தூரம்,cur(u+)m
edge,விளிம்பு,v(i)limbu
side,பக்கம்,p(u+)k+um
surface,மேற்பரப்பு,me+r+tpu+r(u+)pu
height,உயரம்,uy(u+)ru+m
width,அகலம்,u+k(u+)lu+m
neighborhood,அக்கம் பக்கம்,u+k+(u+)m pu+k+u+m
parallel,சாமந்திரம்,xu+maand(i)ru+m
perpendicular,செங்குத்து,xenkut+(u)
position,நிலை,n(i)lu+i
range,எல்லை,a+L(u+)i
ratio/proportion,விகிதம்,v(i)kidu+m
ring,வளையம்,v(u+)lu+iyu+m
shape,வடிவம்,v(u+)divu+m
ability,திறன்,c(i)r+u+n
adjustment,சரிசெய்தல்,xu+r(i)xa+idu+l
now,இப்போது,epud(u)
alternative,வேறுவழி,ve+ruv(u+)li
amount,தொகை,cok(u+)i
answer,பதில்,p(u+)dil
approximate,தோராயமான,curaa(i)yu+maanu+
previous,முந்தையது,m(u)ndu+iyu+du
next,அடுத்தது,u+ducu+d(u)
aspect,அம்சம்,u+mx(u+)m
assumption,அனுமானம்,u+numaan(u+)m
attention,கவனம்,k(u+)vu+nu+m
awareness,விழிப்புணர்வு,viL(i)pun+u+rvu
base,அடித்தளம்,u+dic(u+)lu+m
behavior,நடத்தை,n(u+)du+cu+i
belief,நம்பிக்கை,n(u+)mbik+u+i
benefit,நன்மை,nu+nm(u+)i
bit,சிறு,x(i)r+u
block,தொகுதி,coku+c(i)
break,இடைவெளி,ed(u+)iveli
bring,கொண்டு வருதல்,kond(u) vu+rudu+l
burner,திரி தாங்கி,ciri caank(i)
burnt,எரிந்தது,a+r(i)ndu+du
capacity,கொல் திறன்,kol c(i)r+u+n
category,வகை,v(u+)ku+i
cement,சிமென்ட்,xima+nt+
censored,தணிக்கை,c(u+)n+ik+u+i
change,மாற்றம்,maar+tr(u+)m
character,தன்மை,c(u+)n+mu+i
choice,தேர்வு,ce+rv(u)
cold,குளிர்,kul(i)r
concept,கருத்து,k(u+)rucu+
condition,நிலை,n(i)lu+i
congratulations,வாழ்த்துக்கள்,vaaLcuk+(u+)l
connection,இணைப்பு,en+u+(i)pu
container,கொள்கலன்,kolk(u+)lu+n
cover,உறை,ur+(u+)i
cozy,வசதியான,vu+xu+d(i)yaanu+
crack,வெடிப்பு,ved+(i)pu
crown,கிரீடம்,k(i)reedu+m
decision,தீர்மானம்,ceermaan(u+)m
decoration,அலங்காரம்,u+l(u+)nkaaru+m
density,அடர்த்தி,u+d(u+)rci
depth,ஆழம்,aal(u+)m
doubt,சந்தேகம்,xu+nde+k(u+)m
certainty,நிச்சயம்,n(i)txu+yu+m
drain,வடிகால்,vu+d(i)kaal
dream,கனவு,ku+n(u+)vu
drink,பானம்,paan(u+)m
drip,சொட்டு மருந்து,xot+um(u+)rundu
drive,ஓட்டுதல்,ut+ud(u+)l
drop,துளி,cul(i)
effect,விளைவு,vil(u+)ivu
energy,வலிமை,v(u+)limu+i
environment,சூழல்,xul(u+)l
estimate,மதிப்பீடு,m(u+)dipeedu
feature,அம்சம்,u+mx(u+)m
floor,தரை,c(u+)rui
force,வலிமை,v(u+)limu+i
friend,நண்பர்,n(u+)n+pu+r
front,முன்,m(u)n
fun,வேடிக்கை,ve+d(i)k+ui
future,எதிர்கால,ed(i)rkaalu+m
game,விளையாட்டு,vil(u+)iyaat+u
gap,இடைவெளி,ed(u+)iveli
gesture,சைகை,xe(i)ku+i
goal,இலக்கு,el(u+)k+u
grammar,இலக்கணம்,el(u+)k+u+n+u+m
ground,தரை,c(u+)ru+i
group,குழு,k(u)lu
guide,வழிகாட்டி,v(u+)likaat+i
habit,பழக்கம்,p(u+)Lu+k+u+m
heat,வெப்பம்,va+p(u+)m
hint,குறிப்பு,kur+ip(u)
home,வீடு,veed(u)
hope,நம்பிக்கை,n(u+)mbik+u+i
hour,ஒருமணிநேரம்,orum(u+)nine+ru+m
human,மனிதன்,mu+n(i)du+n
ideal,சீர்மை,xeerm(u+)i
imagination,கற்பனை,k(u+)r+tpu+nu+i
information,தகவல்,c(u+)ku+vu+l
intensity,சக்தி,xu+kc(i)
intention,உள்நோக்கம்,uLnuk+(u+)m
interest,ஆர்வம்,aarv(u+)m
joke,நகைச்சுவை,n(u+)ku+itxuvu+i
juice,சாறு,xaar(u)
knowledge,அறிவு,u+riv(u)
language,மொழி,moL(i)
letter,கடிதம்,k(u+)didu+m
life,வாழ்க்கை,vaaLk+(u+)i
light,வெளிச்சம்,vel(i)txu+m
limit,அளவு,u+L(u+)vu
list,பட்டியல்,pu+t+(i)yu+l
love,நேசம்,ne+x(u+)m
marriage,திருமணம்,cir(u)munu+m
mass,நிறை,n(i)r+u+i
material,பொருள்,por(u)l
memory,நினைவு,n(i)nu+ivu
memory,நினைவுத்திறம்,n(i)nu+ivcir+u+m
mind,மனம்,m(u+)nu+m
minute,நிமிடம்,n(i)midu+m
model,மாதிரி,maad(i)ri
money,பணம்,p(u+)nu+m
monk,துறவி,cu+r+(u+)vi
month,மாதம்,maad(u+)m
moon,நிலா,n(i)laa
motivation,ஊக்குவிப்பு,uk+uv(i)pu
mud,சேறு,xe+r+(u)
narrow,குறுகிய,kur+uk(i)yu+
nature,இயற்கை,ey(u+)r+tku+i
necessity,அவசியம்,u+v(u+)xiyu+m
need,தேவை,ce+vu+(i)
nest,கூடு,kud(u)
neurotransmitter,நரம்பியக்கடத்தி,n(u+)rumbiyu+k+u+du+ci
night,இரவு,ir(u+)vu
northern,வடக்கு,v(u+)du+k+u
southern,தெற்கு,cer+tk(u)
eastern,கிழக்கு,kiL(u+)k+u
western,மேற்கு,me+r+tk(u)
number,எண்,a+n+
overcome,தோற்கடித்தல்,cur+tk(u+)dicu+l
part/piece,பகுதி / துண்டு,p(u+)kudi/ cun+du
particle,துகள்,cuk(u+)l
past,கடந்த காலம்,k(u+)du+ndu+ kaalu+m
path,பாதை,paad(u+)i
pause,இடைநிறுத்தம்,edu+inir+uc(u+)m
pebble,கூழாங்கல்,kulaank(u+)l
pile/stack,குவியல் / அடுக்கு,kuviy(u+)l/ u+duk+u
place,இடம்,id+(u+)m
potential,சாத்தியமான,xaaciy(u+)maanu+
power,சக்தி,x(u+)kci
practice,பயிற்சி,p(u+)yir+ttxi
present,நிகழ்காலம்,nik(u+)Lkaalu+m
probability,நிகழ்தகவு,nik(u+)lcu+ku+vu
process,செயல்முறை,jey(u+)lmuru+i
program,நிகழ்ச்சி,n(i)ku+ltxi
pronunciation,உச்சரிப்பு,utx(u+)ripu
question,கேள்வி,ke+lv(i)
quiet,அமைதியான,u+m(u+)idiyaanu+
reason,காரணம்,kaar(u+)nu+m
logic,தர்க்கம்,c(u+)rk+u+m
reduce,குறைத்தல்,kur+(u+)icu+l
reflection,பிரதிபலிப்பு,p(i)ru+dipu+lipu
room,அறை,u+r+(u+)i
second,வினாடி,vinaad(i)
shade,நிழல்,niL(u+)l
step,காலடி,kaal(u+)di
still,இன்னும்,in+n(u)m
story,கதை,k(u+)du+i
sword,வாள்,vaaL
system,அமைப்பு,u+m(u+)ipu
talk,பேச்சு,pe+tx(u)
thing,பொருள்,por(u)l
traffic,போக்குவரத்து,puk+uv(u+)ru+cu
noise,இரைச்சல்,ir(u+)itxu+l
cricket,துடுப்பாட்டம்,cudupaat+(u+)m
value,மதிப்பு,m(u+)dipu
voice,குரல்,kur(u+)l
wall,சுவர்,juv(u+)r
will,விருப்பம்,virup(u+)m
win,வெற்றி,vet+r(i)
faith,நம்பிக்கை,n(u+)m+bik+u+i
courage,துணிவு,cuniv(u)
humility,பணிவு,p(u+)n+ivu
compassion,இரக்கம்,ir(u+)k+um
wonder,ஆச்சரியம்,aatxu+riy(u+)m
wood,மரக்கட்டை,m(u+)ru+k+u+t+u+i
wool,கம்பளி,ku+mb(u+)li
word,சொல்,txol
worth,பெறுமதியான,per+um(u+)diyaanu+
year,ஆண்டு,aan+d(u)
rhythm,சந்தம்,x(u+)ndu+m
beat,துடுப்பு,cud+upu
adventure,வீரச்செயல்,veer(u+)jeyu+l
context,சூழல்,xuL(u+)l
cave,குகை,kuk(u+)i
universe,பிரபஞ்சம்,p(i)ru+pu+nju+m
mushroom,காளான்,kaaLaan
god,இறைவன்,er+(u+)ivu+n
creation,படைப்பு,p(u+)du+ipu
matter,விஷயம்,vix(u+)yu+m
chaos,குழப்பம்,kuL(u+)pu+m+
Monday,திங்கட்கிழமை,cink(u+)r+tkiLu+mu+i
Tuesday,செவ்வாய்க்கிழமை,xeVaaik+il(u+)mu+i
Wednesday,புதன்கிழமை,pud(u+)nkiLu+mu+i
Thursday,வியாழக்கிழமை,viyaaL(u+)k+kiLu+mu+i
Friday,வெள்ளிக் கிழமை,va+Lik+iL(u+)mu+i
Saturday,சனிக்கிழமை,x(u+)nik+kiLu+mu+i
Sunday,ஞாயிற்றுக்கிழமை,jaay(i)tr+uk+kiLu+mu+i
January,ஜனவரி மாதம்,ju+nu+vu+rimaad(u+)m
February,பெப்ரவரி மாதம்,pepr(u+)vu+rimaadu+m
March,மார்ச் மாதம்,maartxmaad(u+)m
April,ஏப்ரல் மாதம்,e+pr(u+)lmaadu+m
May,மே மாதம்,me+maad(u+)m
June,ஜூன் மாதம்,junmaad(u+)m
July,ஜூலை மாதம்,jul(u+)imaadu+m
August,ஆகஸ்ட் மாதம்,aaguxtmaad(u+)m
September,செப்டம்பர் மாதம்,xept(u+)mpu+rmaadu+m
October,அக்டோபர் மாதம்,(u+)ktupu+rmaadu+m
November,நவம்பர் மாதம்,n(u+)vu+mpu+rmaadu+m
December,டிசம்பர் மாதம்,t+ixemp(u+)rmaadu+m
peace,அமைதி,u+m(u+)idi
forgiveness,மன்னித்தல்,m(u+)n+it+u+l
thank you,நன்றி,n(u+)nr+i
you're welcome,உங்களை வரவேற்கிறோம்,unk(u+)lu+i vu+ru+ve+r+tkirum
please,தயவுசெய்து,c(u+)yu+vuxeidu
sorry,மன்னிக்கவும்,m(u+)n+ik+u+vu+m
one,ஒன்று,onr+(u)
two,இரண்டு,ir(u+)ndu
three,மூன்று,munr+(u)
four,நான்கு,naank(u)
five,ஐந்து,u+ind(u)
six,ஆறு,aar+(u)
seven,ஏழு,a+a+L(u)
eight,எட்டு,a+t+(u)
nine,ஒன்பது,onp(u+)du
ten,பத்து,p(u+)cu
eleven,பதினொன்று,p(u+)dinonr+u
twelve,பன்னிரண்டு,p(u+)n+iren+du
